Epochs: 75
------------------------------------------------------------------------
Ep 21 | train_loss 2.6297, acc 0.2853 (13.8s) | val_loss 3.0198, acc 0.2539 (5.7s) | lr 5.211e-04 | updates 672/4800
Ep 22 | train_loss 2.5648, acc 0.3020 (13.8s) | val_loss 3.0164, acc 0.2431 (5.8s) | lr 5.170e-04 | updates 704/4800
Ep 23 | train_loss 2.4503, acc 0.3216 (13.8s) | val_loss 2.9992, acc 0.2480 (5.9s) | lr 5.130e-04 | updates 736/4800
Ep 24 | train_loss 2.4989, acc 0.2941 (13.7s) | val_loss 3.0340, acc 0.2451 (6.2s) | lr 5.090e-04 | updates 768/4800
Ep 25 | train_loss 2.4662, acc 0.3255 (13.8s) | val_loss 2.9609, acc 0.2882 (5.7s) | lr 5.049e-04 | updates 800/4800
Ep 26 | train_loss 2.4008, acc 0.3265 (13.8s) | val_loss 3.0339, acc 0.2343 (6.1s) | lr 5.009e-04 | updates 832/4800
Ep 27 | train_loss 2.3854, acc 0.3275 (13.8s) | val_loss 2.9587, acc 0.2608 (5.7s) | lr 4.968e-04 | updates 864/4800
Ep 28 | train_loss 2.3135, acc 0.3559 (13.7s) | val_loss 2.9562, acc 0.2667 (5.7s) | lr 4.928e-04 | updates 896/4800
Ep 29 | train_loss 2.3231, acc 0.3529 (13.8s) | val_loss 2.9572, acc 0.2618 (6.0s) | lr 4.888e-04 | updates 928/4800
Ep 30 | train_loss 2.2863, acc 0.3471 (13.7s) | val_loss 3.0374, acc 0.2765 (5.7s) | lr 4.847e-04 | updates 960/4800
Ep 31 | train_loss 2.1790, acc 0.3765 (13.8s) | val_loss 2.9762, acc 0.2775 (6.6s) | lr 4.807e-04 | updates 992/4800
Ep 32 | train_loss 2.2271, acc 0.3706 (13.7s) | val_loss 2.8755, acc 0.2873 (6.1s) | lr 4.766e-04 | updates 1024/4800
Ep 33 | train_loss 2.1365, acc 0.3990 (13.8s) | val_loss 2.9616, acc 0.2784 (5.9s) | lr 4.726e-04 | updates 1056/4800
Ep 34 | train_loss 2.1014, acc 0.4020 (13.8s) | val_loss 2.9171, acc 0.2853 (6.2s) | lr 4.686e-04 | updates 1088/4800
Ep 35 | train_loss 2.0920, acc 0.3961 (13.8s) | val_loss 2.9405, acc 0.2873 (5.6s) | lr 4.645e-04 | updates 1120/4800
Ep 36 | train_loss 2.0254, acc 0.4343 (13.8s) | val_loss 2.9090, acc 0.2912 (5.9s) | lr 4.605e-04 | updates 1152/4800
Ep 37 | train_loss 2.0140, acc 0.4245 (13.7s) | val_loss 2.9956, acc 0.2833 (5.8s) | lr 4.564e-04 | updates 1184/4800
Ep 38 | train_loss 1.9957, acc 0.4304 (13.8s) | val_loss 2.9599, acc 0.2824 (5.9s) | lr 4.524e-04 | updates 1216/4800
Ep 39 | train_loss 1.8859, acc 0.4569 (13.8s) | val_loss 3.0016, acc 0.2941 (5.7s) | lr 4.484e-04 | updates 1248/4800
Ep 40 | train_loss 1.8985, acc 0.4510 (13.8s) | val_loss 2.9452, acc 0.2863 (5.9s) | lr 4.443e-04 | updates 1280/4800
Ep 41 | train_loss 1.8847, acc 0.4696 (13.7s) | val_loss 2.9858, acc 0.2971 (6.5s) | lr 4.403e-04 | updates 1312/4800
Ep 42 | train_loss 1.8658, acc 0.4775 (13.7s) | val_loss 2.9809, acc 0.3118 (5.9s) | lr 4.362e-04 | updates 1344/4800
Ep 43 | train_loss 1.8352, acc 0.4814 (13.8s) | val_loss 2.9643, acc 0.2843 (5.9s) | lr 4.322e-04 | updates 1376/4800
Ep 44 | train_loss 1.7490, acc 0.4912 (13.8s) | val_loss 3.0356, acc 0.2931 (5.8s) | lr 4.282e-04 | updates 1408/4800
Ep 45 | train_loss 1.7178, acc 0.5069 (13.8s) | val_loss 3.0629, acc 0.2843 (6.1s) | lr 4.241e-04 | updates 1440/4800
Ep 46 | train_loss 1.6758, acc 0.5304 (13.8s) | val_loss 2.9848, acc 0.3088 (5.7s) | lr 4.201e-04 | updates 1472/4800
Ep 47 | train_loss 1.6043, acc 0.5500 (13.7s) | val_loss 3.0127, acc 0.3186 (5.7s) | lr 4.160e-04 | updates 1504/4800
Ep 48 | train_loss 1.6307, acc 0.5441 (13.8s) | val_loss 3.0335, acc 0.3147 (5.7s) | lr 4.120e-04 | updates 1536/4800
Ep 49 | train_loss 1.6211, acc 0.5304 (13.7s) | val_loss 3.0502, acc 0.2971 (5.8s) | lr 4.080e-04 | updates 1568/4800
Ep 50 | train_loss 1.5589, acc 0.5480 (13.7s) | val_loss 3.0125, acc 0.3304 (5.9s) | lr 4.039e-04 | updates 1600/4800
Ep 51 | train_loss 1.4957, acc 0.5706 (13.8s) | val_loss 3.0336, acc 0.3118 (5.9s) | lr 3.999e-04 | updates 1632/4800
Ep 52 | train_loss 1.5369, acc 0.5500 (13.8s) | val_loss 3.1546, acc 0.2784 (6.3s) | lr 3.958e-04 | updates 1664/4800
Ep 53 | train_loss 1.5542, acc 0.5539 (13.8s) | val_loss 3.0882, acc 0.2912 (6.5s) | lr 3.918e-04 | updates 1696/4800
Ep 54 | train_loss 1.4959, acc 0.5618 (13.8s) | val_loss 3.0599, acc 0.3039 (5.8s) | lr 3.878e-04 | updates 1728/4800
Ep 55 | train_loss 1.4763, acc 0.5755 (13.8s) | val_loss 3.0650, acc 0.3049 (6.5s) | lr 3.837e-04 | updates 1760/4800
Ep 56 | train_loss 1.4223, acc 0.5922 (13.8s) | val_loss 3.0857, acc 0.3108 (5.8s) | lr 3.797e-04 | updates 1792/4800
