Epochs: 1
------------------------------------------------------------------------
Ep  1 | train_loss 3.6361, acc 0.0408 (104.9s) | val_loss 3.5104, acc 0.0531 (32.1s) | lr -5.263e-06 | updates 115/115
------------------------------------------------------------------------
Log saved to: /mnt/drive7/projects/my_project/RACE_Attention/trial_exact_flash_K2_L5_M1_VIT.txt
Epochs: 150
------------------------------------------------------------------------
Ep 96 | train_loss 0.6880, acc 0.8092 (104.9s) | val_loss 4.2372, acc 0.2314 (32.1s) | lr 2.181e-04 | updates 11040/17250
Ep 97 | train_loss 0.6658, acc 0.8166 (104.9s) | val_loss 4.1482, acc 0.2393 (32.1s) | lr 2.141e-04 | updates 11155/17250
Ep 98 | train_loss 0.6450, acc 0.8204 (104.9s) | val_loss 4.2362, acc 0.2349 (32.1s) | lr 2.101e-04 | updates 11270/17250
Ep 99 | train_loss 0.6497, acc 0.8258 (104.9s) | val_loss 4.2305, acc 0.2279 (32.1s) | lr 2.060e-04 | updates 11385/17250
Ep100 | train_loss 0.6529, acc 0.8182 (104.9s) | val_loss 4.1919, acc 0.2295 (32.1s) | lr 2.020e-04 | updates 11500/17250
Ep101 | train_loss 0.6154, acc 0.8288 (104.9s) | val_loss 4.2226, acc 0.2292 (32.1s) | lr 1.979e-04 | updates 11615/17250
Ep102 | train_loss 0.6243, acc 0.8329 (104.9s) | val_loss 4.2419, acc 0.2418 (32.1s) | lr 1.939e-04 | updates 11730/17250
Ep103 | train_loss 0.5919, acc 0.8378 (104.9s) | val_loss 4.2811, acc 0.2360 (32.1s) | lr 1.899e-04 | updates 11845/17250
Ep104 | train_loss 0.5623, acc 0.8503 (104.8s) | val_loss 4.2351, acc 0.2363 (32.1s) | lr 1.858e-04 | updates 11960/17250
Ep105 | train_loss 0.5825, acc 0.8438 (105.0s) | val_loss 4.2249, acc 0.2426 (32.1s) | lr 1.818e-04 | updates 12075/17250
Ep106 | train_loss 0.5904, acc 0.8424 (104.8s) | val_loss 4.3492, acc 0.2292 (32.1s) | lr 1.777e-04 | updates 12190/17250
Ep107 | train_loss 0.5906, acc 0.8427 (104.9s) | val_loss 4.2945, acc 0.2262 (32.1s) | lr 1.737e-04 | updates 12305/17250
Ep108 | train_loss 0.5207, acc 0.8587 (104.8s) | val_loss 4.3250, acc 0.2336 (32.1s) | lr 1.697e-04 | updates 12420/17250
Ep109 | train_loss 0.5442, acc 0.8587 (104.9s) | val_loss 4.3171, acc 0.2341 (32.2s) | lr 1.656e-04 | updates 12535/17250
Ep110 | train_loss 0.5329, acc 0.8611 (104.9s) | val_loss 4.2992, acc 0.2344 (32.2s) | lr 1.616e-04 | updates 12650/17250
Ep111 | train_loss 0.4952, acc 0.8674 (104.9s) | val_loss 4.3199, acc 0.2330 (32.2s) | lr 1.575e-04 | updates 12765/17250
Ep112 | train_loss 0.5639, acc 0.8541 (104.9s) | val_loss 4.3047, acc 0.2371 (32.2s) | lr 1.535e-04 | updates 12880/17250
Ep113 | train_loss 0.5342, acc 0.8552 (104.9s) | val_loss 4.3429, acc 0.2366 (32.2s) | lr 1.495e-04 | updates 12995/17250
Ep114 | train_loss 0.4943, acc 0.8690 (104.9s) | val_loss 4.3114, acc 0.2295 (32.2s) | lr 1.454e-04 | updates 13110/17250
Ep115 | train_loss 0.4696, acc 0.8764 (104.9s) | val_loss 4.4073, acc 0.2347 (32.2s) | lr 1.414e-04 | updates 13225/17250
Ep116 | train_loss 0.4612, acc 0.8750 (104.8s) | val_loss 4.3499, acc 0.2355 (32.2s) | lr 1.373e-04 | updates 13340/17250
Ep117 | train_loss 0.4863, acc 0.8736 (104.9s) | val_loss 4.3478, acc 0.2352 (32.1s) | lr 1.333e-04 | updates 13455/17250
Ep118 | train_loss 0.4754, acc 0.8720 (104.8s) | val_loss 4.3326, acc 0.2298 (32.1s) | lr 1.293e-04 | updates 13570/17250
Ep119 | train_loss 0.4833, acc 0.8701 (104.9s) | val_loss 4.4364, acc 0.2388 (32.1s) | lr 1.252e-04 | updates 13685/17250
Ep120 | train_loss 0.4575, acc 0.8766 (104.8s) | val_loss 4.3376, acc 0.2437 (32.1s) | lr 1.212e-04 | updates 13800/17250
Ep121 | train_loss 0.4677, acc 0.8769 (104.9s) | val_loss 4.3764, acc 0.2434 (32.2s) | lr 1.171e-04 | updates 13915/17250
Ep122 | train_loss 0.4607, acc 0.8810 (104.9s) | val_loss 4.4947, acc 0.2418 (32.2s) | lr 1.131e-04 | updates 14030/17250
Ep123 | train_loss 0.4910, acc 0.8769 (104.9s) | val_loss 4.3409, acc 0.2330 (32.2s) | lr 1.091e-04 | updates 14145/17250
Ep124 | train_loss 0.4226, acc 0.8894 (104.9s) | val_loss 4.3652, acc 0.2388 (32.2s) | lr 1.050e-04 | updates 14260/17250
